X,Y,FID,Settlement,Village,FacilityTy,ManagingOr,Donor,Altitude
36.86022167,-1.259848333,44,Mathare,Mathare 4a,Public space,Individual (eg business owner),None,1637.2
36.86027,-1.25986,45,Mathare,Mathare 4a,Communal sanitation facility (eg toilet),Community group,Area Mp,1637.3
36.86039833,-1.259543333,46,Mathare,Mathare 4a,Communal sanitation facility (eg toilet),Community group,Area Mp,1624.4
36.86045,-1.259558333,47,Mathare,Mathare 4a,Hand washing facility,Individual (eg business owner),None,1624.4
36.861375,-1.258963333,48,Mathare,Mathare 4a,Communal sanitation facility (eg toilet),Community group,Mca,1624.4
36.861225,-1.25968,49,Mathare,Mathare 4a,Religious facility,Missing Values, ,1624.5
36.86141,-1.259228333,50,Mathare,Mathare 4a,Hand washing facility,Individual (eg business owner),None,1624.5
36.86151333,-1.25894,51,Mathare,Mathare 4a,Communal sanitation facility (eg toilet),Individual (eg business owner),None,1625.3
36.86184333,-1.258986667,52,Mathare,Mathare 4a,Public space,Individual (eg business owner),None,1625.2
36.861305,-1.258908333,53,Mathare,Mathare 4a,Education Facility,Community group Individual (eg business owner),Chang Rong,1625.2
36.86125333,-1.258833333,54,Mathare,Mathare 4a,Religious facility,Missing Values, ,1626.5
36.861185,-1.258611667,55,Mathare,Mathare 4a,Hand washing facility,Individual (eg business owner),Baraka facility centre,1626.3
36.8612,-1.258738333,56,Mathare,Mathare 4a,Communal sanitation facility (eg toilet),Community group,Mca,1627.1
36.86231667,-1.258298333,57,Mathare,Mathare 4a,Health facility,Individual (eg business owner),None,1624.7
36.86248833,-1.258226667,58,Mathare,Mathare 4a,Education Facility,Individual (eg business owner),None,1624.7
36.86238,-1.258343333,59,Mathare,Mathare 4a,Religious facility,Missing Values, ,1624.6
36.86328,-1.257956667,60,Mathare,Mathare 4a,Public space,National government,Government,1612.5
36.863835,-1.256691667,61,Mathare,Mathare 4a,Social hall / community centre / resource centre,National government,Government,1615.6
36.85634333,-1.262375,62,Mathare,Mathare 4a,Communal sanitation facility (eg toilet),Community group,None,1628.9
36.854645,-1.263758333,63,Mathare,Mathare 4a,Education Facility,Individual (eg business owner),William,1636.3
36.85483167,-1.26368,64,Mathare,Mathare 4a,Communal kitchen,Individual (eg business owner),Onyango Richard,1636.8
36.85461833,-1.263761667,65,Mathare,Mathare 4a,Local organization/ NGO office,Missing Values, ,1632.9
36.854955,-1.263793333,66,Mathare,Mathare 4a,Flood light,National government,Government,1649.2
36.8546,-1.26376,67,Mathare,Mathare 4a,Social hall / community centre / resource centre,Community group,German,1649.2
36.854805,-1.263791667,68,Mathare,Mathare 4a,Hand washing facility,NGO,Rotary club,1636.5
36.85487,-1.26369,69,Mathare,Mathare 4a,Hand washing facility,NGO,Rotary Club,1637.8
36.854595,-1.263565,70,Mathare,Mathare 4a,Hand washing facility,Community group,Rotary,1638
36.85480667,-1.263565,71,Mathare,Mathare 4a,Religious facility,Missing Values, ,1638
36.85483333,-1.263715,72,Mathare,Mathare 4a,Local organization/ NGO office,Missing Values, ,1639.8
36.85469167,-1.263788333,73,Mathare,Mathare 4a,Market,Individual (eg business owner), ,1640
36.85476,-1.263725,74,Mathare,Mathare 4a,Education Facility,Individual (eg business owner),None,1631.1
36.85482,-1.263663333,75,Mathare,Mathare 4a,Education Facility,Community group,Bucherbose koln,1630.7
36.85488167,-1.263676667,76,Mathare,Mathare 4a,Transport stops (matatus/ boda-boda) - formal & informal,Community group,Area Mca,1631.9
36.85455833,-1.26365,77,Mathare,Mathare 4a,Market,Individual (eg business owner), ,1630.7
36.85178667,-1.265041667,78,Mathare,Village 2,Education Facility,Individual (eg business owner),Koozela Square,1556.2
36.85288167,-1.265408333,79,Mathare,Village 2,Education Facility,Individual (eg business owner), ,1556.5
36.85284,-1.265715,80,Mathare,Village 2,Water point,Individual (eg business owner), ,1556.8
36.85322333,-1.26522,81,Mathare,Village 2,Flood light,County government,Government,1557.8
36.85349333,-1.265778333,82,Mathare,Village 2,Flood light,National government,Government,1558
36.85299667,-1.265143333,83,Mathare,Village 2,Hand washing facility,No one,UNICEF,1558.1
36.852515,-1.265695,84,Mathare,Village 2,Health facility,Individual (eg business owner), ,1772
36.852765,-1.265528333,85,Mathare,Village 2,Water point,Community group,Andrew,1671.4
36.85132667,-1.265795,86,Mathare,Village 2,Religious facility,Missing Values, ,1672.5
36.85203333,-1.265056667,87,Mathare,Village 2,Education Facility,Individual (eg business owner),Well wishers,1672.5
36.851865,-1.264341667,88,Mathare,Village 2,Hand washing facility,NGO,UNICEF,1543.2
36.85221167,-1.264781667,89,Mathare,Village 2,Public space,Community group,None,1543.2
36.852405,-1.265025,90,Mathare,Village 2,Religious facility,Missing Values, ,1543.5
36.85229333,-1.265035,91,Mathare,Village 2,Hand washing facility,Individual (eg business owner),UNICEF,1543.6
36.85242167,-1.264855,92,Mathare,Village 2,Water point,Individual (eg business owner),Area Mp,1544
36.85235333,-1.264268333,93,Mathare,Village 2,Communal sanitation facility (eg toilet),Community group,None,1536.7
36.8522,-1.26412,94,Mathare,Village 2,Water point,Individual (eg business owner),None,1539.6
36.85206667,-1.264331667,95,Mathare,Village 2,Flood light,County government,Government,1539.9
36.85130833,-1.264646667,96,Mathare,Village 2,Flood light,National government,Government,1541.2
36.85053833,-1.264478333,97,Mathare,Village 2,Religious facility,Missing Values, ,1541.7
36.85063833,-1.263385,98,Mathare,Village 2,Health facility,Individual (eg business owner), ,1542
36.85020333,-1.263966667,99,Mathare,Village 2,Flood light,County government,Government,1542.2
36.85029333,-1.264523333,100,Mathare,Village 2,Education Facility,NGO, ,1570.8
36.84999167,-1.263383333,101,Mathare,Village 2,Hand washing facility,Community group,Area No Antony Oluoch,1570.9
36.85009,-1.264623333,102,Mathare,Village 2,Communal sanitation facility (eg toilet),Community group,Antony Oluoch,1571.2
36.850355,-1.264005,103,Mathare,Village 2,Social hall / community centre / resource centre,Community group,Antony Oluoch,1571.5
36.85022,-1.264233333,104,Mathare,Village 2,Water point,Community group,Antony Aluoch,1571.5
36.85017667,-1.264158333,105,Mathare,Village 2,Religious facility,Missing Values, ,1571.4
36.850165,-1.264425,106,Mathare,Village 2,Hand washing facility,NGO,UN Habitat,1557
36.85012167,-1.264016667,107,Mathare,Village 2,Education Facility,Individual (eg business owner), ,1557.2
36.84994667,-1.264406667,108,Mathare,Village 2,Education Facility,NGO,Norway,1557.3
36.849595,-1.26434,109,Mathare,Village 2,Religious facility,Missing Values, ,1557.5
36.849845,-1.264595,110,Mathare,Village 2,Religious facility,Missing Values, ,1557.5
36.84982,-1.264491667,111,Mathare,Village 2,Flood light,National government,Government,1558.8
36.84970833,-1.264538333,112,Mathare,Village 2,Transport stops (matatus/ boda-boda) - formal & informal,Community group, ,1559.1
36.84904833,-1.264281667,113,Mathare,Village 2,Hand washing facility,NGO,Plan international,1559.1
36.84930667,-1.264298333,114,Mathare,Village 2,Hand washing facility,NGO,UNICEF,1560
36.84926,-1.26445,115,Mathare,Village 2,Public space,Individual (eg business owner), ,1560.5
36.84944167,-1.264536667,116,Mathare,Village 2,Water point,Individual (eg business owner), ,1560.7
36.849895,-1.264436667,117,Mathare,Village 2,Hand washing facility,NGO,UNICEF,1560.7
36.85107,-1.264668333,118,Mathare,Village 2,Flood light,National government,Government,1559.9
36.851215,-1.264761667,119,Mathare,Village 2,Water point,Individual (eg business owner), ,1560
36.85116,-1.26473,120,Mathare,Village 2,Water point,Individual (eg business owner), ,1560.2
36.85088167,-1.26476,121,Mathare,Village 2,Health facility,Individual (eg business owner), ,1564.7
36.85095333,-1.264653333,122,Mathare,Village 2,Local administrative office,Missing Values, ,1565
36.857655,-1.263746667,123,Mathare,Mathare 4b,Hand washing facility,Individual (eg business owner),Nyasembo,1612.5
36.85977727,-1.26403442,124,Mathare,Mashimoni No.10,Hand washing facility,Individual (eg business owner), ,1623.730574
36.861255,-1.261958333,125,Mathare,Mabatini,Hand washing facility,Individual (eg business owner),Janet,1628.4
36.8456,-1.265753333,126,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1642.1
36.84506333,-1.265411667,127,Mathare,Kiamutisya,Religious facility,Missing Values, ,1656
36.84481333,-1.265376667,128,Mathare,Kiamutisya,Education Facility,Individual (eg business owner), ,1656
36.84391167,-1.265575,129,Mathare,Kiamutisya,Hand washing facility,Individual (eg business owner),Abdallla,1662.2
36.84411,-1.264926667,130,Mathare,Kiamutisya,Religious facility,Missing Values, ,1659.3
36.84564,-1.26551,131,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1632.2
36.84398333,-1.265488333,132,Mathare,Kiamutisya,Transport stops (matatus/ boda-boda) - formal & informal,Individual (eg business owner), ,1661.8
36.84533167,-1.264921667,133,Mathare,Kiamutisya,Education Facility,Individual (eg business owner), ,1658.2
36.843935,-1.265496667,134,Mathare,Kiamutisya,Religious facility,Missing Values, ,1661.9
36.85070167,-1.263473333,135,Mathare,Kosovo,Communal sanitation facility (eg toilet),Private company,Fresh Life,1644.5
36.84490833,-1.264836667,136,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1731.7
36.844945,-1.264841667,137,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1731
36.845365,-1.265075,138,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1653.8
36.845415,-1.265226667,139,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1652.1
36.84518,-1.265428333,140,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1655.3
36.845215,-1.26545,141,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1655.4
36.845495,-1.265883333,142,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1654.4
36.845565,-1.265951667,143,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1648.7
36.8579,-1.2636,144,Mathare,Mathare 4b,Local organization/ NGO office,Missing Values, ,1633.4
36.86334833,-1.262535,145,Mathare,Mabatini,Pharmacy / chemist,Missing Values, ,1625.2
36.85740167,-1.263968333,146,Mathare,Kiamaiko,Water point,Individual (eg business owner),Mthosi,1626.1
36.846045,-1.266715,147,Mathare,Village 1,Education Facility,Individual (eg business owner),Sole proprietor,1643.7
36.85500167,-1.264158333,148,Mathare,Ghetto,Market,Individual (eg business owner), ,1638.2
36.85365333,-1.263551667,149,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1625.5
36.85083167,-1.26312,150,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1666.8
36.85376667,-1.263446667,151,Mathare,Kosovo,Juakali/ artisan shade / garage,Missing Values, ,1625.1
36.85371833,-1.263468333,152,Mathare,Kosovo,Juakali/ artisan shade / garage,Missing Values, ,1625.2
36.854685,-1.263295,153,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Bitty,1628
36.85473333,-1.263531667,154,Mathare,Kosovo,Education Facility,Individual (eg business owner),Church,1628.5
36.852975,-1.262931667,155,Mathare,Kosovo,Water point,Individual (eg business owner),Wanjiru,1613.6
36.85456167,-1.263538333,156,Mathare,Kosovo,Water point,Individual (eg business owner),Dan,1624.2
36.85292167,-1.26339,157,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Mama Ben,1631.9
36.85285333,-1.263493333,158,Mathare,Kosovo,Communal sanitation facility (eg toilet),Community group,MP,1631.9
36.84533833,-1.26524,159,Mathare,Kiamutisya,Education Facility,Individual (eg business owner), ,1666.8
36.85072167,-1.26347,160,Mathare,Kosovo,Hand washing facility,NGO,UNICEF,1644.5
36.845285,-1.26503,161,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1652.8
36.84520333,-1.264986667,162,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1652.7
36.84471667,-1.264818333,163,Mathare,Kiamutisya,Water point,Individual (eg business owner),Member of parliament,1731.3
36.84419833,-1.2652,164,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1731.2
36.84417167,-1.265161667,165,Mathare,Kiamutisya,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1731.2
36.85431833,-1.262908333,166,Mathare,Kosovo,Water point,Individual (eg business owner), ,1630
36.85422167,-1.26282,167,Mathare,Kosovo,Religious facility,Missing Values, ,1629.6
36.84455833,-1.26462,168,Mathare,Kiamutisya,Social hall / community centre / resource centre,Individual (eg business owner),Kimani,1637.9
36.85369167,-1.263275,169,Mathare,Kosovo,Water point,Individual (eg business owner), ,1658.2
36.85412333,-1.263496667,170,Mathare,Kosovo,Education Facility,Individual (eg business owner), ,1657.4
36.854645,-1.263495,171,Mathare,Kosovo,Water point,Individual (eg business owner), ,1644.5
36.85486167,-1.263415,172,Mathare,Kosovo,Water point,Individual (eg business owner), ,1644.5
36.854785,-1.263228333,173,Mathare,Kosovo,Education Facility,Private company, ,1631
36.854,-1.2628,174,Mathare,Kosovo,Water point,Individual (eg business owner), ,1641.1
36.853735,-1.262976667,175,Mathare,Kosovo,Water point,Community group, ,1632.9
36.85380167,-1.262818333,176,Mathare,Kosovo,Hand washing facility,Individual (eg business owner),UNICEF,1642.7
36.85467764,-1.26587088,177,Mathare,Mathare 3b,Local administrative office,Missing Values, ,1633.872803
36.85396833,-1.262708333,178,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1641.1
36.84419833,-1.265736667,179,Mathare,Kiamutisya,Public space,Community group, ,1649.6
36.844795,-1.266308333,180,Mathare,Kiamutisya,Waste collection bin / open dumping area,County government, ,1649.7
36.85336833,-1.262961667,181,Mathare,Kosovo,Water point,Individual (eg business owner), ,1637.9
36.853655,-1.262803333,182,Mathare,Kosovo,Education Facility,Community group,Bucherbose koln,1638.1
36.85383333,-1.262756667,183,Mathare,Kosovo,Health facility,Individual (eg business owner), ,1632.8
36.84475,-1.266331667,184,Mathare,Kiamutisya,Water point,Individual (eg business owner), ,1649.7
36.85497667,-1.263556667,185,Mathare,Kosovo,Religious facility,Missing Values, ,1609
36.84476167,-1.266346667,186,Mathare,Kiamutisya,Flood light,County government, ,1649.7
36.84554333,-1.265906667,187,Mathare,Kiamutisya,Market,Individual (eg business owner), ,1648.7
36.84540667,-1.266301667,188,Mathare,Kiamutisya,Hand washing facility,Community group,Un habitat,1647.7
36.85310833,-1.263075,189,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1643.8
36.85331167,-1.263168333,190,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1643.8
36.8532,-1.26325,191,Mathare,Kosovo,Education Facility,Individual (eg business owner), ,1646.7
36.85328167,-1.26311,192,Mathare,Kosovo,Communal sanitation facility (eg toilet),Private company,Fresh Life,1646.6
36.84513667,-1.265398333,193,Mathare,Kiamutisya,Pharmacy / chemist,Missing Values, ,1655.3
36.85820333,-1.263448333,194,Mathare,Mathare 4b,Water point,Individual (eg business owner),Amazing grace,1626.7
36.86319955,-1.261118664,195,Mathare,Kwa Kariuki,Hand washing facility,Individual (eg business owner),He made himself,1611.119689
36.85312,-1.262778333,196,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1641.5
36.85286833,-1.263176667,197,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1641.5
36.85299167,-1.262768333,198,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1642.8
36.85289667,-1.26343,199,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1652.7
36.85285,-1.263385,200,Mathare,Kosovo,Water point,Individual (eg business owner), ,1652.7
36.85267333,-1.262711667,201,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1653.3
36.85126333,-1.263585,202,Mathare,Kosovo,Local organization/ NGO office,Missing Values, ,1644.7
36.85147333,-1.263655,203,Mathare,Kosovo,Religious facility,Missing Values, ,1645.7
36.85205833,-1.263566667,204,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1650
36.858195,-1.263493333,205,Mathare,Mathare 4b,Social hall / community centre / resource centre,Community group,St.Teresa's parish,1626.9
36.85256167,-1.262963333,206,Mathare,Kosovo,Water point,Individual (eg business owner), ,1653
36.85270667,-1.262891667,207,Mathare,Kosovo,Religious facility,Missing Values, ,1652.6
36.85281333,-1.263308333,208,Mathare,Kosovo,Hand washing facility,Individual (eg business owner), ,1652.7
36.85079833,-1.262873333,209,Mathare,Kosovo,Water point,Individual (eg business owner), ,1668.9
36.85754833,-1.262991667,210,Mathare,Mathare 4b,Education Facility,Private company,Lea,1608.9
36.85493667,-1.261436667,211,Mathare,Gitathuru,Communal sanitation facility (eg toilet),Private company,Fresh life,1601.9
36.849205,-1.263486667,212,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Charles,1642.2
36.85618167,-1.263455,213,Mathare,Mathare 4b,Water point,Individual (eg business owner),Fundi,1629.7
36.858275,-1.263298333,214,Mathare,Mathare 4b,Hand washing facility,NGO,Shofco,1639.2
36.855005,-1.264106667,215,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Festus,1638.4
36.86280826,-1.260037757,216,Mathare,Kwa Kariuki,Juakali/ artisan shade / garage,Missing Values, ,1606.730845
36.85682667,-1.26326,217,Mathare,Mathare 4b,Pharmacy / chemist,Missing Values, ,1608
36.854215,-1.26101,218,Mathare,Gitathuru,Water point,Individual (eg business owner), ,1640.6
36.854405,-1.261305,219,Mathare,Gitathuru,Water point,Individual (eg business owner), ,1639.2
36.84428833,-1.266335,220,Mathare,Village 1,Juakali/ artisan shade / garage,Missing Values, ,1652.3
36.844215,-1.266268333,221,Mathare,Village 1,Juakali/ artisan shade / garage,Missing Values, ,1664.8
36.84423167,-1.264755,222,Mathare,Kiamutisya,Juakali/ artisan shade / garage,Missing Values, ,1661.2
36.84470833,-1.263953333,223,Mathare,Kiamutisya,Education Facility,Other,Church,1634.4
36.85369833,-1.265813333,224,Mathare,Ghetto,Water point,Individual (eg business owner), ,1628.7
36.85618667,-1.262726667,225,Mathare,Mathare 4b,Education Facility,Individual (eg business owner),China,1613.4
36.855845,-1.263595,226,Mathare,Mathare 4b,Religious facility,Missing Values, ,1632.9
36.85615,-1.263583333,227,Mathare,Mathare 4b,Religious facility,Missing Values, ,1628.2
36.85625,-1.263558333,228,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Community group,Individual,1631.2
36.85676333,-1.263703333,229,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Private company,Fresh life,1630.6
36.85318167,-1.265776667,230,Mathare,Ghetto,Hand washing facility,UN Agency, ,1658.3
36.84956167,-1.263993333,231,Mathare,Kosovo,Social hall / community centre / resource centre,Community group,Community,1669.4
36.85334167,-1.26576,232,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Exotica,1658.5
36.856865,-1.263116667,233,Mathare,Mathare 4b,Hand washing facility,NGO,Shofco,1610.9
36.853045,-1.26512,234,Mathare,Ghetto,Education Facility,Private company, ,1657.4
36.85682833,-1.263195,235,Mathare,Mathare 4b,Water point,County government,Nairobi water and sewerage company,1612.7
36.856535,-1.263076667,236,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Individual (eg business owner),Redon,1612.8
36.85313833,-1.265008333,237,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Janet,1645.7
36.85643667,-1.26307,238,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),County government,.mathare Mp,1613.1
36.84979667,-1.26265,239,Mathare,Kosovo,Social hall / community centre / resource centre,Individual (eg business owner),Dp beneficiaries,1640.8
36.85604833,-1.26353,240,Mathare,Mathare 4b,Water point,National government,Nairobi water,1622.1
36.85614667,-1.263573333,241,Mathare,Mathare 4b,Hand washing facility,NGO,Shofco,1622.2
36.856835,-1.263736667,242,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Community group,The government,1595.4
36.856885,-1.263158333,243,Mathare,Mathare 4b,Social hall / community centre / resource centre,Individual (eg business owner),Odm,1634.5
36.85687833,-1.263191667,244,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Individual (eg business owner), ,1634.4
36.85695333,-1.26309,245,Mathare,Mathare 4b,Water point,Individual (eg business owner), ,1634.5
36.85672667,-1.263055,246,Mathare,Mathare 4b,Water point,NGO,Shofco,1634.5
36.85660833,-1.263015,247,Mathare,Mathare 4b,Water point,Individual (eg business owner),Mama onyango,1634.2
36.856115,-1.262806667,248,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),NGO,Fresh life,1634.8
36.852855,-1.264421667,249,Mathare,Ghetto,Other,Individual (eg business owner), ,1632.7
36.85004333,-1.263133333,250,Mathare,Kosovo,Water point,Individual (eg business owner),Muungano wa Wana vijiji,1633.1
36.85291167,-1.264415,251,Mathare,Ghetto,Water point,National government, ,1633.7
36.85294333,-1.264306667,252,Mathare,Ghetto,Market,Individual (eg business owner), ,1633.5
36.85604333,-1.263376667,253,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Private company,Fresh life,1629.4
36.85302,-1.264298333,254,Mathare,Ghetto,Other,Individual (eg business owner), ,1633
36.85578,-1.263095,255,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Private company,Fresh life,1631.1
36.849005,-1.263221667,256,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Mama tony,1646.2
36.85551,-1.262856667,257,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),Private company,Fresh life,1630.3
36.85333333,-1.264265,258,Mathare,Ghetto,Hand washing facility,Individual (eg business owner),Matolo,1633
36.85348167,-1.26438,259,Mathare,Ghetto,Water point,Community group, ,1627.6
36.85535833,-1.262663333,260,Mathare,Mathare 4b,Water point,Individual (eg business owner),Jack,1630
36.848965,-1.26322,261,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Veronica Wanja,1645.7
36.85531,-1.262621667,262,Mathare,Mathare 4b,Pharmacy / chemist,Missing Values, ,1619.9
36.84563833,-1.2639,263,Mathare,Kiamutisya,Communal sanitation facility (eg toilet),Community group,CDF fund,1641
36.8447,-1.264031667,264,Mathare,Kiamutisya,Education Facility,Other,Kenya Assemblies of God,1623.9
36.84899833,-1.2632,265,Mathare,Kosovo,Water point,Individual (eg business owner),Veronica wanja,1646.3
36.853595,-1.264223333,266,Mathare,Ghetto,Other,Individual (eg business owner),Joel,1672.9
36.849615,-1.263621667,267,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1637.4
36.84968,-1.263671667,268,Mathare,Kosovo,Water point,Individual (eg business owner),Private,1637.4
36.84946333,-1.263595,269,Mathare,Kosovo,Communal sanitation facility (eg toilet),Individual (eg business owner),Community,1637.5
36.85362333,-1.264158333,270,Mathare,Ghetto,Market,Individual (eg business owner), ,1637.5
36.85626,-1.26285,271,Mathare,Mathare 4b,Water point,Individual (eg business owner), ,1609.6
36.85617833,-1.263163333,272,Mathare,Mathare 4b,Water point,Individual (eg business owner), ,1611.2
36.85596167,-1.263226667,273,Mathare,Mathare 4b,Religious facility,Missing Values, ,1611.8
36.855705,-1.262938333,274,Mathare,Mathare 4b,Water point,NGO,Shofco,1611.6
36.85556833,-1.262968333,275,Mathare,Mathare 4b,Water point,Individual (eg business owner), ,1611.7
36.85544833,-1.26277,276,Mathare,Mathare 4b,Communal sanitation facility (eg toilet),NGO,Fresh life,1611.6
36.85447469,-1.26567987,277,Mathare,Mathare 3b,Public space,Community group,N/A,1636.688477
